what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568563523
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568564552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568579801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568580686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568580827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568583396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568596612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568614444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568626547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568640183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568649341
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568653825
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1412568653893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568661675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568662415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568662599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568664153
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568667888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568674531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568687562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568696299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568696972
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568736997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568737675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568744547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568745056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568786440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568787659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568797060
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568797667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568949926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568955069
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568961016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568969655
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568971195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568971644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568972373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568974550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568977766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568978934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568981341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568985137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568991554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568992548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569025293
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569027300
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569027477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569031120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569098637
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569102182
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569103246
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412569106997
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569124183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569128821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569133284
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569133624
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569133662
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569138738
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569138924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569142031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569142645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569158509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569160342
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569161421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569163387
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569169134
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569170698
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569170743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569174072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569174684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569175672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569175899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569179365
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569180984
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569183404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569196563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569198992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569218468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569218569
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569231442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569261103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569261828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569264575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569295465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569331502
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569335474
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569335674
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569339617
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569341298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569345848
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569346869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569347799
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569352877
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569355604
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569359394
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569360446
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569363702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569369998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569371401
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569373742
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569376251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569379278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569381635
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569400820
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569412528
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569414429
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569418210
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569420372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569426116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569434050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569435006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569448103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569451944
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1412569451986
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412569460279
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569463010
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569468269
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569473650
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569478736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569481737
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569482069
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569482124
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569486931
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569487133
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569489707
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569490135
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569493574
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569497420
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569497574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569498725
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1412569505046
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1412569505051
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1412569505078
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1412569505080
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569508483
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569510660
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569510706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569513559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569514152
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569514893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569515037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569516469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569516704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569522073
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569523546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569524455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569545644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569556980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569568118
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569568220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569570906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569573506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569573948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569584235
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569584830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569597312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569607466
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569609810
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1412569609839
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569614044
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569623085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569628874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569633135
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412569634852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569635489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569641085
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569643276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569648708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569650764
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569650935
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569650975
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569654102
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569654289
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569655540
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569656585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569659590
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569663635
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569665315
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569666644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569671063
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569674097
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569676639
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569676689
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569679888
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569681054
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569681727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569690071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569690162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569699105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569702889
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569704695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569708982
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569710327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569711965
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569715881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569716717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569719077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569721145
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569723739
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569725541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569733080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569734413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569735704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569737484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569738535
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569742255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569743908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569746418
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569747738
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569749261
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569757575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569764600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569784178
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569788778
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569789348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569800289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569804364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569810918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569816897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569828650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569829765
failed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.delegate.methods",1412569829773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569833790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569837749
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1412569837796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1412569841884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569844456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569880773
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569882145
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569890594
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569891258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569891500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569909345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569912884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412569916388
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569916480
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569916522
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569920236
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569920414
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569922489
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569923888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412569926985
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412569934880
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569938607
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569938652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412569941730
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412569944887
