what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567903932
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567904572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567905096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567906441
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567906479
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567906479
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567909997
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567909997
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567911325
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567911325
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412567913834
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567914058
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567914106
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412567916019
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567917919
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567917956
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567921493
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567922560
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567922560
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567923725
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567924296
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567924296
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567924892
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567931279
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567931279
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567931966
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567933550
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567933550
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412567936165
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567936461
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567936513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412567939087
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567940224
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567940224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412567944517
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1412567947719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412567948236
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412567949002
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412567953376
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567957511
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567958330
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567963128
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567963174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412567967191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567967933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567968650
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412567970771
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412567972016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567982590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567988942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567991423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567993880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412567999401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568000426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568001414
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568002485
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568003813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568004665
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568019121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568019262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568032078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568032080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568038865
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568039793
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412568041090
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568041296
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568041347
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412568044305
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568044475
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568044526
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412568044665
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568052286
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568063097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568081884
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568084169
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568084169
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568085202
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568085202
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412568095159
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568095376
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568095430
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568098283
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568098283
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412568099057
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568100599
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568100649
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412568115710
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568117996
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412568122122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568126294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568132584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568132883
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568134033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568135934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568137326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568141261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568142400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412568145754
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412568147780
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568149092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568150190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568151453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568152433
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568160093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568164268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568165485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568171827
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568174037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568177316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568182159
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568185055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568185819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568293987
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412568297800
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568309488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568310202
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568310376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568317637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568321397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568322768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568323804
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568326598
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1412568350976
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568352462
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568354104
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568354930
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568354930
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1412568355768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568359105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568361927
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568363836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568413647
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412568418783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568421032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568428615
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412568433428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412568434528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568439279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568446252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568447974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568448830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568449737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568451459
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568457938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1412568459444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1412568462665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1412568465159
